HDF,datetime,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTEM
FUELHH,2022-06-01 00:00:00,16925,0,0,5139,1445,0,257,2,155,8,178,0,0,1718,0
FUELHH,2022-06-01 00:30:00,16539,0,0,5140,1432,0,234,3,149,0,200,0,0,1701,0
FUELHH,2022-06-01 01:00:00,17381,0,0,5142,1566,0,201,0,124,0,170,0,0,1698,0
FUELHH,2022-06-01 01:30:00,17415,0,0,5137,1491,0,197,0,139,0,168,0,0,1720,0
FUELHH,2022-06-01 02:00:00,17457,0,0,5137,1337,0,196,0,152,0,188,0,0,1734,0
FUELHH,2022-06-01 02:30:00,17397,0,0,5139,1210,0,198,0,138,0,148,0,0,1720,0
FUELHH,2022-06-01 03:00:00,17420,0,0,5140,1196,0,199,0,118,0,126,0,0,1714,0
FUELHH,2022-06-01 03:30:00,17238,0,0,5145,1105,0,195,2,118,0,196,0,0,1716,0
FUELHH,2022-06-01 04:00:00,17485,0,0,5143,1072,0,194,2,120,0,156,0,0,1712,0
FUELHH,2022-06-01 04:30:00,17177,0,0,5147,1135,0,194,2,111,0,120,0,0,1706,0
FUELHH,2022-06-01 05:00:00,16926,0,0,5143,1152,0,192,3,107,0,174,0,0,1716,0
FUELHH,2022-06-01 05:30:00,17658,0,0,5148,1150,0,198,3,103,0,68,0,0,1716,0
FUELHH,2022-06-01 06:00:00,18181,0,0,5144,1226,142,295,2,209,0,118,0,0,1815,0
FUELHH,2022-06-01 06:30:00,18816,0,0,5144,1073,20,323,2,457,0,162,0,40,2346,0
FUELHH,2022-06-01 07:00:00,18120,0,0,5140,1047,32,427,2,454,0,30,0,0,2836,0
FUELHH,2022-06-01 07:30:00,18540,0,0,5142,981,252,426,3,555,0,0,0,0,2937,0
FUELHH,2022-06-01 08:00:00,18333,0,0,5144,952,2,489,1,454,0,0,136,0,2946,166
FUELHH,2022-06-01 08:30:00,18448,0,0,5142,924,0,551,0,488,0,0,140,0,2947,180
FUELHH,2022-06-01 09:00:00,18630,0,0,5145,857,12,528,1,485,0,0,732,0,2945,0
FUELHH,2022-06-01 09:30:00,18610,0,0,5145,845,0,520,0,350,0,0,710,0,2945,0
FUELHH,2022-06-01 10:00:00,18987,0,0,5142,754,174,471,0,327,0,0,300,0,2944,142
FUELHH,2022-06-01 10:30:00,19026,0,0,5140,746,366,449,0,158,0,0,300,0,2943,152
FUELHH,2022-06-01 11:00:00,18940,0,0,5147,681,424,438,0,122,0,0,458,0,2945,80
FUELHH,2022-06-01 11:30:00,18971,0,0,5143,685,290,439,0,149,0,0,464,0,2942,80
FUELHH,2022-06-01 12:00:00,18929,0,0,5115,680,104,330,0,143,0,0,756,0,2937,456
FUELHH,2022-06-01 12:30:00,18971,0,0,5109,583,10,282,1,131,0,0,760,0,2940,464
FUELHH,2022-06-01 13:00:00,18965,0,0,5107,536,98,225,1,109,0,0,676,0,2840,84
FUELHH,2022-06-01 13:30:00,18829,0,0,5109,567,0,208,0,101,0,0,674,0,2739,78
FUELHH,2022-06-01 14:00:00,19208,0,0,5109,583,262,250,0,108,0,0,440,0,2846,166
FUELHH,2022-06-01 14:30:00,19181,0,0,5141,496,0,249,1,100,0,0,440,0,2931,166
FUELHH,2022-06-01 15:00:00,19058,0,0,5171,393,62,249,1,102,0,0,562,0,2926,164
FUELHH,2022-06-01 15:30:00,19012,0,0,5187,397,20,256,1,103,0,0,566,0,2896,164
FUELHH,2022-06-01 16:00:00,18786,0,0,5190,440,0,309,0,122,0,0,454,0,2789,22
FUELHH,2022-06-01 16:30:00,18916,0,0,5196,486,104,362,1,235,0,0,454,0,2824,22
FUELHH,2022-06-01 17:00:00,19147,0,0,5204,515,50,456,0,319,0,0,342,0,2927,124
FUELHH,2022-06-01 17:30:00,19324,0,0,5201,518,310,488,0,411,0,0,338,0,2927,124
FUELHH,2022-06-01 18:00:00,19856,0,0,5204,518,844,531,3,534,0,0,256,0,2919,0
FUELHH,2022-06-01 18:30:00,19928,0,0,5217,508,1098,544,3,520,0,0,252,0,2877,0
FUELHH,2022-06-01 19:00:00,20014,0,0,5219,530,1404,537,2,549,0,0,104,0,2931,0
FUELHH,2022-06-01 19:30:00,20017,0,0,5222,550,1248,535,2,485,0,0,104,0,2934,0
FUELHH,2022-06-01 20:00:00,20043,0,0,5221,558,904,532,2,418,0,0,0,0,2908,0
FUELHH,2022-06-01 20:30:00,20026,0,0,5220,505,836,530,3,461,0,0,0,0,2788,0
FUELHH,2022-06-01 21:00:00,19767,0,0,5229,460,582,501,2,444,0,0,100,0,2810,0
FUELHH,2022-06-01 21:30:00,19725,0,0,5243,398,356,509,3,326,0,0,100,0,2835,0
FUELHH,2022-06-01 22:00:00,19885,0,0,5264,414,366,562,19,435,0,0,0,0,2801,0
FUELHH,2022-06-01 22:30:00,19630,0,0,5281,367,212,415,2,215,0,0,0,0,2556,0
FUELHH,2022-06-01 23:00:00,19177,0,0,5286,364,182,403,2,276,0,0,0,42,2400,0
FUELHH,2022-06-01 23:30:00,18609,0,0,5287,363,74,372,2,223,0,62,0,0,2164,0
FUELHH,2022-06-02 00:00:00,18600,0,0,5300,372,58,238,2,114,0,92,0,0,2179,0
FUELHH,2022-06-02 00:30:00,18244,0,0,5310,362,0,236,2,108,0,106,0,0,2068,0
FUELHH,2022-06-02 01:00:00,17705,0,0,5305,368,0,202,2,95,0,0,0,0,2147,0
FUELHH,2022-06-02 01:30:00,17615,0,0,5314,394,0,199,2,109,0,72,0,0,2002,0
FUELHH,2022-06-02 02:00:00,17373,0,0,5334,413,0,200,3,114,0,110,0,0,1965,0
FUELHH,2022-06-02 02:30:00,17061,0,0,5336,408,0,200,3,116,0,38,0,0,1977,0
FUELHH,2022-06-02 03:00:00,17088,0,0,5341,398,0,200,2,111,0,106,0,0,2154,0
FUELHH,2022-06-02 03:30:00,16977,0,0,5372,362,0,200,3,118,0,102,0,0,2160,0
FUELHH,2022-06-02 04:00:00,16975,0,0,5390,322,0,198,3,132,0,150,0,0,2159,0
FUELHH,2022-06-02 04:30:00,16770,0,0,5398,344,0,198,3,110,0,102,0,0,2159,0
FUELHH,2022-06-02 05:00:00,16894,0,0,5397,354,0,198,3,148,0,106,0,0,2161,0
FUELHH,2022-06-02 05:30:00,17000,0,0,5401,320,0,210,3,151,0,138,0,0,2160,0
FUELHH,2022-06-02 06:00:00,16748,0,0,5401,306,0,293,3,157,0,208,0,2,2162,0
FUELHH,2022-06-02 06:30:00,16980,0,0,5405,290,0,310,2,211,0,68,0,66,2168,0
FUELHH,2022-06-02 07:00:00,17025,0,0,5399,319,0,357,3,345,0,0,0,0,2163,0
FUELHH,2022-06-02 07:30:00,17228,0,0,5398,295,94,357,2,434,0,0,0,0,2170,0
FUELHH,2022-06-02 08:00:00,16616,0,0,5399,261,278,356,0,370,0,0,0,0,2173,0
FUELHH,2022-06-02 08:30:00,16803,0,0,5403,271,102,340,0,346,0,0,0,0,2172,0
FUELHH,2022-06-02 09:00:00,16668,0,0,5413,225,0,306,0,297,0,0,464,0,2189,44
FUELHH,2022-06-02 09:30:00,16583,0,0,5421,239,78,304,0,294,0,0,478,0,2166,48
FUELHH,2022-06-02 10:00:00,16633,0,0,5427,275,156,289,0,439,0,0,0,0,2032,198
FUELHH,2022-06-02 10:30:00,16597,0,0,5436,321,22,290,0,417,0,0,0,0,2029,198
FUELHH,2022-06-02 11:00:00,16655,0,0,5438,354,0,288,0,367,0,0,444,0,2030,320
FUELHH,2022-06-02 11:30:00,16643,0,0,5447,391,82,286,0,340,0,0,496,0,2023,324
FUELHH,2022-06-02 12:00:00,16804,0,0,5452,414,0,252,0,246,0,0,396,0,2022,592
FUELHH,2022-06-02 12:30:00,16679,0,0,5450,399,0,251,0,170,0,0,392,0,2022,588
FUELHH,2022-06-02 13:00:00,16609,0,0,5448,515,0,209,0,157,0,0,164,0,2020,184
FUELHH,2022-06-02 13:30:00,16299,0,0,5448,622,0,225,84,153,0,0,162,0,2032,178
FUELHH,2022-06-02 14:00:00,16600,0,0,5451,763,0,211,128,150,0,0,0,0,2041,92
FUELHH,2022-06-02 14:30:00,16481,0,0,5458,902,0,222,0,188,0,0,0,0,2035,92
FUELHH,2022-06-02 15:00:00,16970,0,0,5466,1014,0,278,0,209,0,0,0,0,2034,0
FUELHH,2022-06-02 15:30:00,17123,0,0,5469,997,28,272,0,254,0,0,0,0,2044,0
FUELHH,2022-06-02 16:00:00,17184,0,0,5480,1113,0,274,0,187,0,0,0,0,2046,0
FUELHH,2022-06-02 16:30:00,17875,0,0,5480,1149,46,351,0,240,0,0,0,0,2034,0
FUELHH,2022-06-02 17:00:00,18152,0,0,5491,1194,468,506,10,340,0,0,0,0,2015,0
FUELHH,2022-06-02 17:30:00,18597,0,0,5504,1292,514,534,78,435,0,0,0,0,2010,0
FUELHH,2022-06-02 18:00:00,18346,0,0,5510,1433,910,586,144,492,0,0,0,0,2012,0
FUELHH,2022-06-02 18:30:00,18479,0,0,5513,1573,964,565,130,527,0,0,0,0,2014,0
FUELHH,2022-06-02 19:00:00,18250,0,0,5515,1741,918,578,130,508,0,0,0,0,2016,0
FUELHH,2022-06-02 19:30:00,18287,0,0,5514,1823,598,579,144,522,0,0,0,0,2009,0
FUELHH,2022-06-02 20:00:00,17552,0,0,5514,1901,1030,575,97,525,0,0,0,0,2016,0
FUELHH,2022-06-02 20:30:00,17554,0,0,5511,2044,838,551,94,501,0,0,0,0,2016,0
FUELHH,2022-06-02 21:00:00,18140,0,0,5511,2158,90,488,53,501,0,0,0,0,2016,0
FUELHH,2022-06-02 21:30:00,18092,0,0,5509,2158,52,472,2,411,0,0,0,0,2017,0
FUELHH,2022-06-02 22:00:00,18119,0,0,5506,2092,306,355,2,274,0,0,0,0,2016,0
FUELHH,2022-06-02 22:30:00,17837,0,0,5514,2005,30,333,2,176,0,0,0,0,2015,0
FUELHH,2022-06-02 23:00:00,17195,0,0,5519,1961,76,299,3,153,0,0,0,0,2008,0
FUELHH,2022-06-02 23:30:00,15689,0,0,5519,2138,0,289,1,270,0,0,0,0,1998,0
FUELHH,2022-06-03 00:00:00,15205,0,0,5529,2373,0,254,1,250,0,88,0,16,1988,0
FUELHH,2022-06-03 00:30:00,14424,0,0,5516,2570,0,249,0,211,0,112,0,0,1976,0
FUELHH,2022-06-03 01:00:00,14651,0,0,5512,2549,46,235,0,189,0,122,0,0,1974,0
FUELHH,2022-06-03 01:30:00,14646,0,0,5510,2663,0,235,0,161,0,90,0,0,1973,0
FUELHH,2022-06-03 02:00:00,14630,0,0,5523,2597,0,234,0,146,0,170,0,0,1974,0
FUELHH,2022-06-03 02:30:00,14591,0,0,5526,2511,0,225,0,139,0,190,0,0,1974,0
FUELHH,2022-06-03 03:00:00,14544,0,0,5527,2463,0,197,0,149,0,172,0,0,1976,0
FUELHH,2022-06-03 03:30:00,14446,0,0,5529,2545,0,197,0,136,0,184,0,0,1975,0
FUELHH,2022-06-03 04:00:00,14171,0,0,5534,2690,0,196,0,142,0,36,0,0,2120,0
FUELHH,2022-06-03 04:30:00,14019,0,0,5540,2638,0,199,0,148,0,14,0,0,2217,0
FUELHH,2022-06-03 05:00:00,14353,0,0,5540,2372,0,211,0,161,0,16,0,0,2221,0
FUELHH,2022-06-03 05:30:00,14359,0,0,5545,2408,0,237,0,158,0,32,0,0,2204,0
FUELHH,2022-06-03 06:00:00,14222,0,0,5545,2547,0,336,0,154,0,0,0,0,2032,0
FUELHH,2022-06-03 06:30:00,14475,0,0,5546,2582,0,349,0,245,0,0,0,0,1943,0
FUELHH,2022-06-03 07:00:00,14763,0,0,5548,2696,172,349,0,385,0,0,0,0,1938,0
FUELHH,2022-06-03 07:30:00,15000,0,0,5545,2645,134,352,1,500,0,0,0,0,2084,0
FUELHH,2022-06-03 08:00:00,14742,0,0,5538,2935,0,383,0,457,0,0,0,0,2068,0
FUELHH,2022-06-03 08:30:00,14774,0,0,5536,3160,0,378,0,464,0,0,0,0,2082,0
FUELHH,2022-06-03 09:00:00,14407,0,0,5552,3442,0,344,0,407,0,0,100,0,2112,172
FUELHH,2022-06-03 09:30:00,14444,0,0,5558,3645,0,360,0,317,0,0,102,0,2117,186
FUELHH,2022-06-03 10:00:00,14562,0,0,5567,3832,64,350,0,177,0,0,0,0,2109,318
FUELHH,2022-06-03 10:30:00,13964,0,0,5571,4180,0,328,0,134,0,0,0,0,2084,314
FUELHH,2022-06-03 11:00:00,13643,0,0,5571,4648,0,306,0,142,0,0,0,0,2060,0
FUELHH,2022-06-03 11:30:00,13376,0,0,5576,4983,0,267,0,144,0,0,0,0,1924,0
FUELHH,2022-06-03 12:00:00,13348,0,0,5584,5136,0,243,0,140,0,0,0,0,1710,64
FUELHH,2022-06-03 12:30:00,13573,0,0,5591,5002,0,239,0,139,0,0,0,0,1644,64
FUELHH,2022-06-03 13:00:00,13981,0,0,5596,4893,0,197,0,143,0,0,0,0,1755,0
FUELHH,2022-06-03 13:30:00,13565,0,0,5595,4925,0,197,0,144,0,0,0,0,1734,0
FUELHH,2022-06-03 14:00:00,13213,0,0,5593,5102,0,198,0,157,0,0,0,0,1671,0
FUELHH,2022-06-03 14:30:00,13025,0,0,5590,5297,0,198,0,155,0,0,0,0,1656,0
FUELHH,2022-06-03 15:00:00,13217,0,0,5588,5330,0,243,0,184,0,0,0,0,1670,0
FUELHH,2022-06-03 15:30:00,13662,0,0,5589,5369,0,258,0,188,0,0,0,0,1672,0
FUELHH,2022-06-03 16:00:00,13972,0,0,5589,5335,60,286,0,186,0,0,0,0,1675,0
FUELHH,2022-06-03 16:30:00,14475,0,0,5587,5527,0,290,0,182,0,0,0,0,1902,0
FUELHH,2022-06-03 17:00:00,14871,0,0,5588,5657,32,397,0,192,0,0,0,0,2260,0
FUELHH,2022-06-03 17:30:00,15147,0,0,5592,5739,44,401,0,383,0,0,0,0,2269,0
FUELHH,2022-06-03 18:00:00,14903,0,0,5602,5883,148,406,0,470,0,0,0,0,2257,0
FUELHH,2022-06-03 18:30:00,14258,0,0,5597,6074,274,406,0,542,0,0,0,0,2268,0
FUELHH,2022-06-03 19:00:00,13818,0,0,5598,6359,262,500,0,516,0,0,0,0,2267,0
FUELHH,2022-06-03 19:30:00,13533,0,0,5598,6678,222,498,0,515,0,0,0,0,2263,0
FUELHH,2022-06-03 20:00:00,13889,0,0,5598,6942,70,498,0,436,0,14,0,0,2266,0
FUELHH,2022-06-03 20:30:00,13705,0,0,5598,7233,0,498,0,246,0,0,0,0,2264,0
FUELHH,2022-06-03 21:00:00,13843,0,0,5602,7607,0,344,0,228,0,64,0,0,2244,0
FUELHH,2022-06-03 21:30:00,13452,0,0,5608,7969,0,339,0,232,0,70,0,0,2251,0
FUELHH,2022-06-03 22:00:00,12814,0,0,5608,8340,0,338,0,182,0,0,0,0,2255,0
FUELHH,2022-06-03 22:30:00,11729,0,0,5603,8470,0,329,0,243,0,0,0,0,2246,0
FUELHH,2022-06-03 23:00:00,9345,0,0,5613,8275,0,277,0,251,0,0,0,0,2246,0
FUELHH,2022-06-03 23:30:00,8061,0,0,5614,8161,0,272,0,330,0,0,0,0,2246,0
FUELHH,2022-06-04 00:00:00,7271,0,0,5613,8154,38,201,0,337,0,82,0,0,2261,0
FUELHH,2022-06-04 00:30:00,7291,0,0,5614,7668,54,200,0,209,0,154,0,0,2244,0
FUELHH,2022-06-04 01:00:00,7316,0,0,5609,7427,0,184,0,197,0,244,0,58,2236,0
FUELHH,2022-06-04 01:30:00,7625,0,0,5610,7294,0,183,0,176,0,246,0,72,2163,0
FUELHH,2022-06-04 02:00:00,7464,0,0,5606,7176,0,185,0,185,0,248,0,150,2141,0
FUELHH,2022-06-04 02:30:00,7034,0,0,5607,7116,0,186,0,174,0,248,0,210,2219,0
FUELHH,2022-06-04 03:00:00,6924,0,0,5591,7084,0,186,0,182,0,248,0,234,2213,0
FUELHH,2022-06-04 03:30:00,7188,0,0,5587,7055,0,167,0,198,0,248,0,192,1956,0
FUELHH,2022-06-04 04:00:00,7681,0,0,5608,6961,0,167,0,185,0,248,0,292,1602,0
FUELHH,2022-06-04 04:30:00,7689,0,0,5617,6766,0,167,0,164,0,248,0,356,1602,0
FUELHH,2022-06-04 05:00:00,6784,0,0,5617,6782,0,167,0,170,0,248,0,338,1601,0
FUELHH,2022-06-04 05:30:00,6830,0,0,5617,6708,0,199,0,175,0,248,0,382,1601,0
FUELHH,2022-06-04 06:00:00,7716,0,0,5622,6394,0,305,0,191,0,248,0,418,1600,0
FUELHH,2022-06-04 06:30:00,8171,0,0,5626,6220,0,404,0,210,0,248,0,354,1596,0
FUELHH,2022-06-04 07:00:00,8788,0,0,5621,6328,0,413,0,216,0,248,0,392,1603,0
FUELHH,2022-06-04 07:30:00,9259,0,0,5624,6535,16,472,0,247,0,220,0,252,1602,0
FUELHH,2022-06-04 08:00:00,9741,0,0,5623,6414,140,479,0,338,0,100,0,106,1602,0
FUELHH,2022-06-04 08:30:00,10061,0,0,5621,6016,388,479,0,575,0,88,0,2,1600,6
FUELHH,2022-06-04 09:00:00,9799,0,0,5619,5744,216,480,0,535,0,0,102,0,1603,366
FUELHH,2022-06-04 09:30:00,10380,0,0,5619,5671,12,477,0,538,0,0,104,0,1600,370
FUELHH,2022-06-04 10:00:00,10265,0,0,5620,5727,110,479,0,575,0,0,0,0,1584,980
FUELHH,2022-06-04 10:30:00,10178,0,0,5621,5724,18,465,0,547,0,0,0,0,1596,1000
FUELHH,2022-06-04 11:00:00,9954,0,0,5620,5931,0,283,0,469,0,76,220,0,1599,1000
FUELHH,2022-06-04 11:30:00,9792,0,0,5622,5924,0,243,0,329,0,138,246,0,1597,1000
FUELHH,2022-06-04 12:00:00,8996,0,0,5621,6009,0,180,0,183,0,234,762,58,1599,1000
FUELHH,2022-06-04 12:30:00,8606,0,0,5619,6070,0,179,0,153,0,246,778,138,1600,1000
FUELHH,2022-06-04 13:00:00,8826,0,0,5621,5929,0,176,0,169,0,246,522,216,1597,1000
FUELHH,2022-06-04 13:30:00,8631,0,0,5618,5780,0,162,0,177,0,246,522,116,1596,1000
FUELHH,2022-06-04 14:00:00,8850,0,0,5616,5703,0,160,0,177,0,246,162,58,1597,1000
FUELHH,2022-06-04 14:30:00,8417,0,0,5621,5913,0,161,1,155,0,246,130,96,1597,1000
FUELHH,2022-06-04 15:00:00,7754,0,0,5618,5985,0,191,1,151,0,246,384,248,1465,1000
FUELHH,2022-06-04 15:30:00,7903,0,0,5613,6213,0,204,1,151,0,246,396,258,1275,980
FUELHH,2022-06-04 16:00:00,9146,0,0,5613,6021,0,298,1,163,0,246,310,294,1277,326
FUELHH,2022-06-04 16:30:00,10504,0,0,5614,6017,16,311,0,152,0,246,310,166,1364,302
FUELHH,2022-06-04 17:00:00,12266,0,0,5615,6292,0,439,1,178,0,246,0,84,1519,0
FUELHH,2022-06-04 17:30:00,12891,0,0,5611,6407,0,439,2,239,0,246,0,90,1607,0
FUELHH,2022-06-04 18:00:00,13343,0,0,5609,6349,24,473,1,314,0,246,0,64,1570,0
FUELHH,2022-06-04 18:30:00,13351,0,0,5615,6267,8,475,2,398,0,246,0,66,1576,0
FUELHH,2022-06-04 19:00:00,12703,0,0,5613,6424,256,486,1,407,0,246,0,82,1585,0
FUELHH,2022-06-04 19:30:00,12406,0,0,5612,6819,290,486,1,415,0,246,0,2,1593,0
FUELHH,2022-06-04 20:00:00,12458,0,0,5613,7012,292,486,1,463,0,240,0,0,1681,0
FUELHH,2022-06-04 20:30:00,12276,0,0,5610,7085,292,486,1,448,0,244,0,0,1758,0
FUELHH,2022-06-04 21:00:00,12316,0,0,5614,6920,232,474,2,348,0,246,0,32,1978,0
FUELHH,2022-06-04 21:30:00,12292,0,0,5616,6895,0,458,2,283,0,246,0,36,2205,0
FUELHH,2022-06-04 22:00:00,11932,0,0,5619,7369,0,443,3,263,0,246,0,64,2235,0
FUELHH,2022-06-04 22:30:00,10941,0,0,5618,7684,18,424,2,239,0,246,0,126,2221,0
FUELHH,2022-06-04 23:00:00,9134,0,0,5621,7569,128,391,2,269,0,246,0,90,1908,0
FUELHH,2022-06-04 23:30:00,8604,0,0,5623,7229,28,388,2,230,0,246,0,56,1945,0
FUELHH,2022-06-05 00:00:00,8475,0,0,5618,7110,72,285,0,229,0,246,0,44,2013,0
FUELHH,2022-06-05 00:30:00,8105,0,0,5620,7130,0,198,0,187,0,246,0,58,2052,0
FUELHH,2022-06-05 01:00:00,7552,0,0,5613,7279,0,168,1,182,0,246,0,176,1847,0
FUELHH,2022-06-05 01:30:00,7396,0,0,5612,7121,72,168,1,196,0,246,0,186,1874,0
FUELHH,2022-06-05 02:00:00,7388,0,0,5625,7056,48,162,1,173,0,246,0,206,2081,0
FUELHH,2022-06-05 02:30:00,7234,0,0,5623,6965,0,158,1,158,0,246,0,246,2094,0
FUELHH,2022-06-05 03:00:00,6995,0,0,5643,7097,0,158,1,160,0,246,0,226,2066,0
FUELHH,2022-06-05 03:30:00,7057,0,0,5657,7216,0,158,1,157,0,246,0,248,2048,0
FUELHH,2022-06-05 04:00:00,6864,0,0,5670,7325,0,158,1,162,0,246,0,282,1802,0
FUELHH,2022-06-05 04:30:00,6654,0,0,5677,7607,0,158,1,154,0,234,0,228,1774,0
FUELHH,2022-06-05 05:00:00,6662,0,0,5705,7274,0,158,0,175,0,104,0,82,1851,0
FUELHH,2022-06-05 05:30:00,7210,0,0,5724,7056,0,165,1,157,0,84,0,0,2088,0
FUELHH,2022-06-05 06:00:00,7045,0,0,5735,6813,0,205,1,156,0,66,0,0,2064,0
FUELHH,2022-06-05 06:30:00,7643,0,0,5736,6495,0,219,0,158,0,14,0,0,2036,0
FUELHH,2022-06-05 07:00:00,7801,0,0,5742,6623,0,251,1,157,0,22,82,0,1818,0
FUELHH,2022-06-05 07:30:00,8273,0,0,5737,6418,0,255,0,173,0,134,134,0,2035,0
FUELHH,2022-06-05 08:00:00,8560,0,0,5741,6173,0,312,1,170,0,50,474,0,2239,0
FUELHH,2022-06-05 08:30:00,9303,0,0,5756,5578,146,377,1,189,0,132,502,32,2247,0
FUELHH,2022-06-05 09:00:00,9156,0,0,5764,5386,70,427,0,218,0,38,634,0,2152,94
FUELHH,2022-06-05 09:30:00,9372,0,0,5766,5311,390,482,0,323,0,14,638,0,2158,96
FUELHH,2022-06-05 10:00:00,9306,0,0,5771,5110,216,570,1,382,0,0,1002,0,2082,490
FUELHH,2022-06-05 10:30:00,9462,0,0,5773,4930,354,588,0,544,0,0,1000,0,2093,494
FUELHH,2022-06-05 11:00:00,9759,0,0,5852,4776,258,576,0,556,174,0,912,0,2101,238
FUELHH,2022-06-05 11:30:00,9925,0,0,5863,4889,382,597,0,589,206,0,910,0,2225,236
FUELHH,2022-06-05 12:00:00,10143,0,0,5866,4667,836,480,0,599,640,0,116,0,2236,124
FUELHH,2022-06-05 12:30:00,10747,0,0,5871,4775,428,564,0,634,654,0,100,0,2221,124
FUELHH,2022-06-05 13:00:00,11004,0,0,5864,4773,0,522,0,611,534,0,0,0,2235,194
FUELHH,2022-06-05 13:30:00,11017,0,0,5877,4677,0,521,0,591,530,0,0,0,2225,194
FUELHH,2022-06-05 14:00:00,10806,0,0,5876,4626,0,392,0,624,380,0,308,0,2240,90
FUELHH,2022-06-05 14:30:00,10643,0,0,5873,4553,0,291,0,613,374,0,328,0,2251,88
FUELHH,2022-06-05 15:00:00,10784,0,0,5869,4364,0,248,0,583,846,0,242,0,2265,0
FUELHH,2022-06-05 15:30:00,11128,0,0,5862,4246,148,298,0,463,856,0,232,0,2275,0
FUELHH,2022-06-05 16:00:00,11932,0,0,5867,4100,480,501,0,323,610,0,0,0,2280,14
FUELHH,2022-06-05 16:30:00,13126,0,0,5869,3950,368,528,0,417,602,0,0,0,2274,14
FUELHH,2022-06-05 17:00:00,14513,0,0,5871,4189,488,533,0,382,530,0,160,0,2281,262
FUELHH,2022-06-05 17:30:00,15036,0,0,5870,4334,300,515,0,419,528,0,166,0,2274,266
FUELHH,2022-06-05 18:00:00,15276,0,0,5865,4318,574,505,0,523,418,0,102,0,2274,0
FUELHH,2022-06-05 18:30:00,14920,0,0,5862,4204,590,521,0,534,416,0,104,0,2277,0
FUELHH,2022-06-05 19:00:00,14415,0,0,5868,4237,630,514,0,555,622,0,0,0,2284,174
FUELHH,2022-06-05 19:30:00,14332,0,0,5870,4133,566,496,0,442,626,0,0,0,2253,174
FUELHH,2022-06-05 20:00:00,14864,0,0,5868,4112,636,494,0,458,402,0,0,0,2271,150
FUELHH,2022-06-05 20:30:00,14724,0,0,5863,4036,504,495,0,432,378,0,0,0,2239,150
FUELHH,2022-06-05 21:00:00,15258,0,0,5858,3959,74,495,0,508,0,0,0,0,2290,222
FUELHH,2022-06-05 21:30:00,15290,0,0,5865,3821,0,498,0,422,0,0,0,0,2279,222
FUELHH,2022-06-05 22:00:00,15687,0,0,5873,3751,0,452,0,367,0,0,0,0,2281,216
FUELHH,2022-06-05 22:30:00,14709,0,0,5870,3723,58,337,0,299,0,0,0,0,2315,216
FUELHH,2022-06-05 23:00:00,11151,0,0,5865,3493,40,319,0,245,0,0,0,0,2119,974
FUELHH,2022-06-05 23:30:00,9632,0,0,5869,3329,148,322,0,267,0,0,0,0,2294,1000
FUELHH,2022-06-06 00:00:00,8962,0,0,5861,3344,0,244,0,267,0,0,0,0,2056,1000
FUELHH,2022-06-06 00:30:00,8792,0,0,5860,3344,0,231,0,222,0,0,0,0,1890,1000
FUELHH,2022-06-06 01:00:00,8350,0,0,5865,3424,0,181,0,194,0,0,138,0,2122,1000
FUELHH,2022-06-06 01:30:00,8528,0,0,5859,3163,0,181,0,207,0,0,142,0,2062,988
FUELHH,2022-06-06 02:00:00,8347,0,0,5865,3126,0,180,0,185,170,0,496,0,2184,484
FUELHH,2022-06-06 02:30:00,8224,0,0,5861,3099,0,161,0,181,174,0,528,0,2231,478
FUELHH,2022-06-06 03:00:00,8611,0,0,5864,3202,0,161,0,174,0,0,524,0,2239,850
FUELHH,2022-06-06 03:30:00,8373,0,0,5854,3413,0,161,0,175,0,0,524,0,2244,856
FUELHH,2022-06-06 04:00:00,7748,0,0,5859,3560,0,179,0,175,0,0,1002,0,2039,930
FUELHH,2022-06-06 04:30:00,7662,0,0,5863,3714,0,179,1,168,0,0,1004,0,1873,930
FUELHH,2022-06-06 05:00:00,7707,0,0,5895,3630,0,177,2,175,2,0,1060,0,1861,1000
FUELHH,2022-06-06 05:30:00,8064,0,0,5967,3565,0,177,2,176,22,0,1060,0,1796,1000
FUELHH,2022-06-06 06:00:00,9025,0,0,5975,3596,0,204,2,177,0,0,1062,0,1869,1000
FUELHH,2022-06-06 06:30:00,10438,0,0,5973,3565,0,227,1,185,0,0,1060,0,1944,1000
FUELHH,2022-06-06 07:00:00,13223,0,0,5979,3331,0,337,0,206,0,0,1060,0,2235,1000
FUELHH,2022-06-06 07:30:00,14407,0,0,5978,3142,198,434,1,355,0,0,1060,0,2282,1000
FUELHH,2022-06-06 08:00:00,15261,0,0,5977,3078,344,410,1,341,0,0,1004,0,2285,1000
FUELHH,2022-06-06 08:30:00,15535,0,0,5978,2811,516,392,0,421,0,0,1002,0,2308,1000
FUELHH,2022-06-06 09:00:00,15940,0,0,5977,2673,184,391,0,416,276,0,1002,0,2309,1000
FUELHH,2022-06-06 09:30:00,16024,0,0,5975,2580,174,403,0,420,294,0,1002,0,2313,1000
FUELHH,2022-06-06 10:00:00,16105,0,0,5975,3008,0,436,0,397,404,0,1002,0,2330,1000
FUELHH,2022-06-06 10:30:00,16173,0,0,5972,3069,130,349,0,430,406,0,1002,0,2334,1000
